image_number,R00,R01,R02,T1,R10,R11,R12,T2,R20,R21,R22,T3,fx,fy,cx,cy
443,0.96719623,0.25356284,-0.0062173586,0.76779372,-0.25359049,0.96623093,-0.043626908,-0.34905177,-0.0050647119,0.043776087,0.99891806,0.69066364,585.0,585.0,320.0,240.0
444,0.96437031,0.26394174,-0.011210773,0.76233047,-0.2641713,0.96309876,-0.049676791,-0.35667098,-0.0023243837,0.050872847,0.99859172,0.69118017,585.0,585.0,320.0,240.0
445,0.9623313,0.27086529,-0.018742243,0.753133,-0.27150115,0.96067947,-0.056525968,-0.36267728,0.002685179,0.059490703,0.99811435,0.69238228,585.0,585.0,320.0,240.0
446,0.96069545,0.27572194,-0.029020691,0.74673313,-0.27701437,0.95890653,-0.059785157,-0.36984548,0.011335757,0.065480605,0.9976784,0.69315922,585.0,585.0,320.0,240.0
447,0.95892507,0.28059775,-0.039095495,0.75167233,-0.28267875,0.9568457,-0.065971479,-0.37831736,0.018889379,0.074320294,0.99694443,0.69343925,585.0,585.0,320.0,240.0
448,0.95687234,0.2854369,-0.052172419,0.77293271,-0.28869748,0.95458829,-0.072302215,-0.38431388,0.029158989,0.084254302,0.99590623,0.69454795,585.0,585.0,320.0,240.0
449,0.95623523,0.28539488,-0.062964305,0.75948673,-0.28968412,0.95409203,-0.074859597,-0.38958377,0.038703706,0.08983203,0.99509287,0.69632471,585.0,585.0,320.0,240.0
450,0.95572984,0.28487217,-0.072308645,0.73646355,-0.29017803,0.95366931,-0.078252174,-0.3929643,0.046662025,0.095779896,0.99419624,0.69780701,585.0,585.0,320.0,240.0
451,0.95463598,0.28599611,-0.081708103,0.70884222,-0.29240426,0.95270538,-0.0816321,-0.39516774,0.05449345,0.10183101,0.99319583,0.69943386,585.0,585.0,320.0,240.0
452,0.95337391,0.28791687,-0.089340404,0.69171113,-0.29515323,0.95179945,-0.082299836,-0.3996217,0.061335523,0.10484224,0.99248296,0.70041317,585.0,585.0,320.0,240.0
453,0.95227844,0.28959119,-0.095403686,0.68326604,-0.29756808,0.95092046,-0.083747864,-0.40333393,0.066466101,0.10815139,0.99179703,0.70057011,585.0,585.0,320.0,240.0
454,0.95215911,0.28990227,-0.095650375,0.6847136,-0.29785445,0.95089746,-0.082987309,-0.404457,0.066892944,0.10751794,0.9918372,0.70078039,585.0,585.0,320.0,240.0
455,0.95185637,0.28872922,-0.10199878,0.67233592,-0.2974374,0.95095485,-0.083819658,-0.40696827,0.072793148,0.11013377,0.99113429,0.70127743,585.0,585.0,320.0,240.0
456,0.95022678,0.290824,-0.11085608,0.66191846,-0.30060679,0.94987118,-0.084789991,-0.41088939,0.08063902,0.11390551,0.99009991,0.70118409,585.0,585.0,320.0,240.0
457,0.94835502,0.29295534,-0.12082344,0.65024239,-0.30426723,0.94833434,-0.088839769,-0.41233754,0.088554762,0.12102678,0.98857731,0.7019282,585.0,585.0,320.0,240.0
458,0.94626617,0.29661804,-0.12804659,0.63741493,-0.30900785,0.94661945,-0.09074425,-0.41505313,0.094295457,0.12544863,0.98749435,0.70148474,585.0,585.0,320.0,240.0
459,0.94448632,0.2976031,-0.1384764,0.62665868,-0.31183791,0.94522125,-0.09551169,-0.41516542,0.1024676,0.13340567,0.98563546,0.7024163,585.0,585.0,320.0,240.0
460,0.94277185,0.29843286,-0.14804155,0.61510557,-0.31406066,0.94441354,-0.096215263,-0.41588512,0.11110091,0.13721751,0.98417562,0.70191622,585.0,585.0,320.0,240.0
461,0.94129986,0.29620525,-0.16128851,0.60453838,-0.31444857,0.94366252,-0.10213335,-0.41894272,0.12195293,0.14687061,0.98149365,0.70184827,585.0,585.0,320.0,240.0
462,0.94107896,0.28609428,-0.17977022,0.59238476,-0.30820453,0.94487065,-0.10971164,-0.41493452,0.13847695,0.15867023,0.97745609,0.70306098,585.0,585.0,320.0,240.0
463,0.94032669,0.27910689,-0.19411656,0.57727498,-0.30312535,0.94682139,-0.10701036,-0.41069314,0.15393336,0.15948334,0.97500843,0.70342314,585.0,585.0,320.0,240.0
464,0.9377774,0.2856907,-0.19685151,0.56143677,-0.30952951,0.94521797,-0.10276719,-0.4101128,0.15671524,0.15732086,0.97491646,0.70070004,585.0,585.0,320.0,240.0
465,0.93308336,0.29674691,-0.20271292,0.54882759,-0.32193819,0.94086581,-0.10456406,-0.41280997,0.15970422,0.16284549,0.97352308,0.69907147,585.0,585.0,320.0,240.0
466,0.9270789,0.30668023,-0.21509777,0.5287497,-0.33444604,0.93626577,-0.10657551,-0.4108704,0.16871269,0.17076091,0.97064304,0.69610977,585.0,585.0,320.0,240.0
467,0.92520201,0.30099943,-0.23064125,0.51351094,-0.33035064,0.93838483,-0.10053738,-0.40621349,0.18617912,0.16922803,0.96771342,0.69567424,585.0,585.0,320.0,240.0
468,0.92172998,0.30284107,-0.24185833,0.49867776,-0.33400893,0.9372099,-0.09939982,-0.40918809,0.19658142,0.17242119,0.96508861,0.69398528,585.0,585.0,320.0,240.0
469,0.9195258,0.29723313,-0.25674605,0.48353288,-0.33210897,0.93735611,-0.10426544,-0.40193039,0.20968461,0.18116206,0.96071929,0.69459283,585.0,585.0,320.0,240.0
470,0.91736948,0.28958106,-0.27270842,0.47312832,-0.32597524,0.94015706,-0.098229624,-0.39489561,0.22795856,0.1790283,0.95694935,0.69605541,585.0,585.0,320.0,240.0
471,0.91151494,0.29390612,-0.28732103,0.46157998,-0.33148426,0.93894196,-0.09115947,-0.39506337,0.24300241,0.17835478,0.95336634,0.69440985,585.0,585.0,320.0,240.0
472,0.9082343,0.29444143,-0.29699865,0.4475632,-0.33427608,0.93782192,-0.092482895,-0.38951519,0.25131881,0.18329537,0.95026791,0.69433033,585.0,585.0,320.0,240.0
473,0.90422994,0.29494014,-0.30849898,0.43517262,-0.33609891,0.93752569,-0.088806063,-0.38447613,0.26305228,0.18400699,0.94694877,0.69393229,585.0,585.0,320.0,240.0
474,0.89954633,0.29592279,-0.32099694,0.42149642,-0.3377437,0.93753958,-0.082170598,-0.38123548,0.27665177,0.18235046,0.94338685,0.69312435,585.0,585.0,320.0,240.0
475,0.89588332,0.29600826,-0.33100584,0.41080323,-0.3382588,0.93780363,-0.076864205,-0.38076735,0.28768793,0.18084632,0.94037038,0.69313622,585.0,585.0,320.0,240.0
476,0.8935827,0.29232517,-0.34036481,0.39922464,-0.33577776,0.93882805,-0.075218722,-0.37852284,0.29757869,0.18152046,0.93715686,0.69320023,585.0,585.0,320.0,240.0
477,0.89107221,0.28981289,-0.34898508,0.38886476,-0.33413306,0.93960023,-0.072862878,-0.37527987,0.30681393,0.18155292,0.93416762,0.69259048,585.0,585.0,320.0,240.0
478,0.88706636,0.28946391,-0.3593263,0.37857899,-0.33557475,0.93916309,-0.071864843,-0.37304971,0.31668895,0.18434945,0.93031639,0.692765,585.0,585.0,320.0,240.0
479,0.88479149,0.28853029,-0.36563063,0.37059569,-0.3363373,0.93879706,-0.073069885,-0.36841151,0.32219598,0.18764699,0.92776263,0.69302535,585.0,585.0,320.0,240.0
480,0.88436687,0.28540504,-0.36909425,0.36210874,-0.33317718,0.94005126,-0.071404554,-0.36561438,0.32661462,0.18614157,0.92651993,0.69204372,585.0,585.0,320.0,240.0
481,0.88343656,0.28017694,-0.37527552,0.35439152,-0.32742843,0.94237614,-0.067229703,-0.36462644,0.33484173,0.18228854,0.92434675,0.69186598,585.0,585.0,320.0,240.0
482,0.88181847,0.27517554,-0.38270789,0.34849489,-0.32240868,0.94433802,-0.063878089,-0.35920539,0.34385619,0.17973642,0.92153263,0.6921382,585.0,585.0,320.0,240.0
483,0.88147181,0.27471504,-0.38383573,0.33941755,-0.32030973,0.94537073,-0.058972981,-0.35925227,0.34669489,0.17494795,0.92139041,0.6907537,585.0,585.0,320.0,240.0
484,0.88173985,0.27261612,-0.38471517,0.33151662,-0.31788248,0.94624764,-0.058034413,-0.35793281,0.3482435,0.17348391,0.92108309,0.69056004,585.0,585.0,320.0,240.0
485,0.88232142,0.2662816,-0.38780522,0.3235696,-0.3121978,0.94805801,-0.059327953,-0.35177091,0.35189319,0.17343673,0.91970348,0.69074833,585.0,585.0,320.0,240.0
486,0.88529146,0.25715017,-0.38719803,0.31610882,-0.30048308,0.95211303,-0.054696035,-0.34409976,0.35462096,0.16478583,0.92024606,0.69053841,585.0,585.0,320.0,240.0
487,0.88724393,0.25287801,-0.38553891,0.30610427,-0.29320428,0.95471203,-0.048547782,-0.34963098,0.35583192,0.15613174,0.9212867,0.68891454,585.0,585.0,320.0,240.0
488,0.88646317,0.24901451,-0.38982546,0.30030468,-0.29181135,0.95486689,-0.053621951,-0.34375575,0.35890919,0.16130637,0.91919899,0.69050634,585.0,585.0,320.0,240.0
489,0.88698226,0.24582566,-0.39066753,0.29351786,-0.28855124,0.95585448,-0.053664863,-0.33558333,0.36025968,0.16034426,0.91883886,0.69189453,585.0,585.0,320.0,240.0
490,0.88958371,0.24348724,-0.38619089,0.28643274,-0.28253385,0.95801038,-0.046798293,-0.33482763,0.35861057,0.15075874,0.92110366,0.69094157,585.0,585.0,320.0,240.0
491,0.89226168,0.23910131,-0.38273773,0.27786162,-0.27673069,0.95976263,-0.045552026,-0.3345058,0.3564761,0.14657487,0.92260617,0.69084299,585.0,585.0,320.0,240.0
492,0.89228112,0.23800856,-0.38337299,0.27209878,-0.27601466,0.95992523,-0.046458773,-0.32951555,0.35698217,0.14728621,0.922297,0.69267565,585.0,585.0,320.0,240.0
493,0.89467704,0.23494735,-0.37965894,0.26735625,-0.27068812,0.96161067,-0.042799909,-0.32469383,0.35505855,0.14107586,0.92400867,0.69438189,585.0,585.0,320.0,240.0
494,0.89671618,0.23504095,-0.37475902,0.25898018,-0.267726,0.96268648,-0.03682968,-0.32659757,0.35214883,0.13337217,0.92626345,0.69338065,585.0,585.0,320.0,240.0
495,0.89841896,0.2348197,-0.37079784,0.25372821,-0.26734689,0.9627434,-0.038072668,-0.32448679,0.34807241,0.13335054,0.9278059,0.69499922,585.0,585.0,320.0,240.0
496,0.90169227,0.23617788,-0.36188257,0.24505538,-0.26715273,0.96282834,-0.037276357,-0.3208417,0.33965546,0.13030304,0.93135142,0.69546348,585.0,585.0,320.0,240.0
497,0.90404958,0.23541316,-0.35645893,0.2360726,-0.26381978,0.96391952,-0.032502025,-0.31949347,0.33597451,0.12343684,0.93361902,0.69680047,585.0,585.0,320.0,240.0
498,0.90695131,0.23184097,-0.35139272,0.22658588,-0.25685439,0.96600646,-0.025593586,-0.32147589,0.33354202,0.11348018,0.93575203,0.69655156,585.0,585.0,320.0,240.0
499,0.90877992,0.22667739,-0.35003412,0.21907395,-0.25066894,0.9676668,-0.024150524,-0.32157612,0.33327004,0.10970102,0.93629915,0.69825715,585.0,585.0,320.0,240.0
500,0.90901762,0.2267653,-0.34935921,0.21871862,-0.2504417,0.96774191,-0.023484308,-0.32242435,0.33279213,0.1088525,0.93656808,0.69815302,585.0,585.0,320.0,240.0
501,0.91198814,0.21996914,-0.34594551,0.21215791,-0.24309194,0.96959352,-0.024324905,-0.31718028,0.33010346,0.10629102,0.93781286,0.70009094,585.0,585.0,320.0,240.0
502,0.91682738,0.21220472,-0.33791071,0.2057205,-0.23171823,0.97251242,-0.017970936,-0.31781861,0.32483602,0.09478534,0.94088042,0.70198762,585.0,585.0,320.0,240.0
503,0.9211508,0.20320213,-0.33162737,0.19520018,-0.21995474,0.9753145,-0.013340611,-0.31922522,0.32075679,0.085239567,0.9431901,0.70323819,585.0,585.0,320.0,240.0
504,0.92404991,0.19661748,-0.32750508,0.18784729,-0.21238327,0.9769997,-0.012690112,-0.31674188,0.31750369,0.08129029,0.94463801,0.70475334,585.0,585.0,320.0,240.0
505,0.92754877,0.19351132,-0.31936297,0.17958272,-0.20785266,0.97799283,-0.011082446,-0.31426755,0.31021571,0.076666802,0.94744158,0.70694745,585.0,585.0,320.0,240.0
506,0.93253899,0.18624341,-0.30898252,0.1693227,-0.19732541,0.9802224,-0.0046996986,-0.31488764,0.30202097,0.065358222,0.9509303,0.70889843,585.0,585.0,320.0,240.0
507,0.93543589,0.17862608,-0.30469328,0.15841226,-0.18680887,0.98228902,0.0023512128,-0.3184889,0.29974127,0.054724131,0.95232171,0.71073687,585.0,585.0,320.0,240.0
508,0.93638092,0.17116845,-0.30606806,0.14894927,-0.17950626,0.983652,0.00093352445,-0.31637225,0.30124882,0.054071039,0.95188314,0.71317518,585.0,585.0,320.0,240.0
509,0.93642998,0.17112103,-0.30594453,0.15020609,-0.17924187,0.98369932,0.0015882894,-0.31713048,0.30125371,0.053354688,0.95192206,0.71345282,585.0,585.0,320.0,240.0
510,0.93925422,0.1631403,-0.3016156,0.14221627,-0.17085874,0.98519063,0.00081662706,-0.3116768,0.29730621,0.050770298,0.95330334,0.71650577,585.0,585.0,320.0,240.0
511,0.9428398,0.15509798,-0.29458874,0.13452137,-0.16042073,0.98692483,0.0061811283,-0.30987254,0.29171917,0.041432839,0.95547819,0.71918118,585.0,585.0,320.0,240.0
512,0.94510555,0.14837724,-0.2907646,0.12367599,-0.15145795,0.9882859,0.012028111,-0.31151193,0.28916657,0.032672197,0.95659292,0.72147059,585.0,585.0,320.0,240.0
513,0.94635892,0.14290221,-0.28942695,0.11519957,-0.14549586,0.98917317,0.012665621,-0.30923349,0.28812653,0.030125296,0.95699018,0.72548205,585.0,585.0,320.0,240.0
514,0.94885176,0.13944489,-0.28287694,0.10726479,-0.14104386,0.9897877,0.014823491,-0.30188742,0.28207764,0.025833338,0.95891559,0.72901559,585.0,585.0,320.0,240.0
515,0.94858795,0.13949205,-0.28373685,0.10935708,-0.14080143,0.98980546,0.01589359,-0.30299357,0.28308395,0.024874546,0.95864427,0.72975159,585.0,585.0,320.0,240.0
516,0.95215797,0.13559926,-0.27348045,0.097411737,-0.1332693,0.99060196,0.027181949,-0.30610985,0.27461776,0.010563717,0.96136737,0.73192149,585.0,585.0,320.0,240.0
517,0.95312417,0.12953351,-0.27305427,0.087557882,-0.12609687,0.99145347,0.030187286,-0.30720162,0.27465254,0.0056571267,0.96139884,0.73492265,585.0,585.0,320.0,240.0
518,0.95325029,0.12563887,-0.27442998,0.077260569,-0.12193009,0.99196154,0.03061386,-0.30353674,0.27609205,0.0042764931,0.96099341,0.73836088,585.0,585.0,320.0,240.0
519,0.95501143,0.12358797,-0.26918757,0.070142962,-0.11854263,0.99222702,0.034994606,-0.30385846,0.27144143,-0.0015128672,0.96232539,0.7415511,585.0,585.0,320.0,240.0
520,0.95694959,0.11623512,-0.26555508,0.061866056,-0.10981227,0.993083,0.038970247,-0.30703539,0.26826891,-0.0081350105,0.96318132,0.74492747,585.0,585.0,320.0,240.0
521,0.95689976,0.11620215,-0.26574859,0.063572854,-0.10964531,0.99308288,0.039440457,-0.30754834,0.26851448,-0.0086061927,0.96310872,0.74533713,585.0,585.0,320.0,240.0
522,0.95732582,0.10642414,-0.26829779,0.053338047,-0.10014974,0.99417859,0.037015557,-0.30533668,0.27069655,-0.0085697137,0.96249783,0.74694467,585.0,585.0,320.0,240.0
523,0.95747429,0.10046933,-0.27005824,0.042710058,-0.093773313,0.99477732,0.037627731,-0.30523112,0.27244979,-0.010707314,0.96198153,0.74944824,585.0,585.0,320.0,240.0
524,0.95865071,0.096059106,-0.2674762,0.037529487,-0.088972688,0.99518353,0.038528085,-0.30596179,0.2699101,-0.013141198,0.96266693,0.75083083,585.0,585.0,320.0,240.0
525,0.95983011,0.091733359,-0.26475018,0.029057013,-0.084590316,0.99557447,0.038291764,-0.30741861,0.26711211,-0.014362738,0.96342933,0.75222677,585.0,585.0,320.0,240.0
526,0.9597801,0.092133574,-0.26479203,0.030276306,-0.084644489,0.99551898,0.039590731,-0.30891511,0.26727408,-0.015589823,0.96336526,0.75287819,585.0,585.0,320.0,240.0
527,0.95971489,0.092369258,-0.2649456,0.022610078,-0.08610902,0.9955588,0.035183061,-0.30688715,0.26703978,-0.010955513,0.96349394,0.75338429,585.0,585.0,320.0,240.0
528,0.95908636,0.092231967,-0.2672582,0.016324405,-0.086472832,0.99559277,0.033275731,-0.30337256,0.26917073,-0.0088074757,0.96292251,0.75590593,585.0,585.0,320.0,240.0
529,0.95964003,0.090117633,-0.26598859,0.0065846862,-0.083149627,0.9957301,0.037376869,-0.30546269,0.26824236,-0.013755884,0.96312344,0.75642562,585.0,585.0,320.0,240.0
530,0.95866185,0.090596385,-0.26933181,0.0015071197,-0.083757669,0.99570006,0.036810439,-0.30812836,0.27153024,-0.012734434,0.96221566,0.75812638,585.0,585.0,320.0,240.0
531,0.95863318,0.09073016,-0.26938868,0.00036800525,-0.08350192,0.99566901,0.038205598,-0.30972841,0.27171001,-0.014135143,0.96214521,0.75870234,585.0,585.0,320.0,240.0
532,0.95784628,0.095496312,-0.27053714,-0.0074737025,-0.090608709,0.99531215,0.03053927,-0.30506003,0.27220696,-0.0047421665,0.96209693,0.75879931,585.0,585.0,320.0,240.0
533,0.95907789,0.097586684,-0.26537797,-0.012410672,-0.093877368,0.99512029,0.026668835,-0.29961476,0.26670662,-0.00066720915,0.96364743,0.7602095,585.0,585.0,320.0,240.0
534,0.96143883,0.094233014,-0.25794303,-0.01858251,-0.088848516,0.99540877,0.032490067,-0.30455965,0.25984073,-0.0083230352,0.96548581,0.7622667,585.0,585.0,320.0,240.0
535,0.96122307,0.086818539,-0.26132658,-0.025524255,-0.081649981,0.99608463,0.030603321,-0.30864289,0.26298109,-0.0080829691,0.96463692,0.76382768,585.0,585.0,320.0,240.0
536,0.96131104,0.086631589,-0.26106486,-0.024871886,-0.081161328,0.99609041,0.031694438,-0.30990413,0.26281071,-0.0092836535,0.96467239,0.76423997,585.0,585.0,320.0,240.0
537,0.96002835,0.081490837,-0.26736304,-0.030502196,-0.078217387,0.99656659,0.022900743,-0.30823609,0.26833278,-0.0010756841,0.96319473,0.76503259,585.0,585.0,320.0,240.0
538,0.9615308,0.079966061,-0.26237714,-0.034701444,-0.079766728,0.99664104,0.011441391,-0.30361822,0.26243171,0.0099264197,0.96476865,0.76562476,585.0,585.0,320.0,240.0
539,0.96424794,0.07916075,-0.25246188,-0.043083068,-0.080057092,0.99666047,0.0067502307,-0.30531633,0.25217286,0.013701708,0.96745443,0.76745874,585.0,585.0,320.0,240.0
540,0.96408254,0.07975886,-0.2529037,-0.043398831,-0.080846421,0.99660075,0.006119865,-0.30488196,0.25255191,0.014545664,0.96734303,0.76753002,585.0,585.0,320.0,240.0
541,0.96478599,0.075896122,-0.25140399,-0.049358197,-0.078683667,0.99679196,-0.0010247604,-0.30267489,0.25053915,0.020770244,0.96775234,0.76973504,585.0,585.0,320.0,240.0
542,0.96371061,0.074342497,-0.25595075,-0.05477941,-0.07841453,0.99679703,-0.0057117557,-0.29902121,0.25472641,0.025575552,0.96654332,0.77289039,585.0,585.0,320.0,240.0
543,0.96308249,0.073308662,-0.25859904,-0.058997888,-0.07721813,0.99689448,-0.0049645398,-0.29740804,0.25745246,0.024750501,0.96584219,0.7762168,585.0,585.0,320.0,240.0
544,0.96361947,0.072341315,-0.25686461,-0.065873928,-0.07638716,0.99695402,-0.0057796254,-0.29656559,0.25568432,0.025191296,0.96630025,0.77912319,585.0,585.0,320.0,240.0
545,0.96390998,0.067093953,-0.25719815,-0.068114012,-0.070949003,0.99735612,-0.0057124095,-0.29737747,0.25615513,0.02375479,0.9662118,0.78262734,585.0,585.0,320.0,240.0
546,0.96399355,0.06650015,-0.25703958,-0.068022802,-0.070170343,0.99741441,-0.0051076431,-0.29821914,0.2560555,0.022960773,0.96625745,0.78304064,585.0,585.0,320.0,240.0
547,0.96186763,0.060004994,-0.26642996,-0.073559232,-0.064339407,0.99779189,-0.0075470856,-0.29922232,0.2654101,0.024401892,0.96369416,0.78704762,585.0,585.0,320.0,240.0
548,0.95881838,0.053803992,-0.27847269,-0.074791707,-0.059796184,0.99801749,-0.013048335,-0.29496557,0.27724138,0.029163834,0.96022427,0.79224306,585.0,585.0,320.0,240.0
549,0.95781881,0.049000055,-0.28276563,-0.080847904,-0.054866258,0.99830317,-0.012845364,-0.29408759,0.28167978,0.027818879,0.95897138,0.79711485,585.0,585.0,320.0,240.0
550,0.95784974,0.048735291,-0.28270569,-0.080214806,-0.054151971,0.99836004,-0.011359112,-0.29585463,0.28171197,0.026190244,0.9590075,0.79752469,585.0,585.0,320.0,240.0
551,0.95570713,0.049989332,-0.28965232,-0.084687464,-0.055611193,0.9982816,-0.011192081,-0.2975955,0.28861952,0.026805174,0.95693415,0.80217791,585.0,585.0,320.0,240.0
552,0.95365584,0.053084705,-0.29579723,-0.088538446,-0.060196873,0.99796605,-0.014968528,-0.29493123,0.29442611,0.032082491,0.95500076,0.80738199,585.0,585.0,320.0,240.0
553,0.95209813,0.056456383,-0.30015835,-0.092985176,-0.063468471,0.99778229,-0.013640679,-0.29495579,0.2987482,0.032039441,0.95365894,0.81372148,585.0,585.0,320.0,240.0
554,0.95073217,0.056198753,-0.30450392,-0.097564511,-0.061973147,0.99792588,-0.0093101971,-0.29749864,0.30337545,0.027723564,0.95233214,0.82035911,585.0,585.0,320.0,240.0
555,0.94824624,0.056588236,-0.31208876,-0.10584685,-0.061694231,0.99796551,-0.0064902888,-0.30138305,0.31111386,0.025409121,0.94989693,0.82638049,585.0,585.0,320.0,240.0
556,0.94803798,0.057253618,-0.31259957,-0.10477217,-0.062094845,0.99794626,-0.0055328431,-0.30241117,0.31166825,0.024656722,0.94973475,0.8268798,585.0,585.0,320.0,240.0
557,0.94515771,0.064622782,-0.31980154,-0.10996168,-0.071701534,0.99726331,-0.010383859,-0.29732168,0.31828353,0.032746267,0.94729316,0.83385062,585.0,585.0,320.0,240.0
558,0.94581288,0.076008067,-0.31532937,-0.11565857,-0.081726156,0.99653375,-0.0049174624,-0.29344654,0.31389028,0.030422989,0.94883507,0.84117913,585.0,585.0,320.0,240.0
559,0.9468798,0.081956491,-0.31060132,-0.12762712,-0.083580472,0.99635887,0.008112736,-0.30038989,0.31016254,0.018278129,0.95037115,0.84809446,585.0,585.0,320.0,240.0
560,0.94419891,0.082827203,-0.31843269,-0.1367957,-0.083204187,0.9963454,0.012453552,-0.3036629,0.3183288,0.014735512,0.94772857,0.85600698,585.0,585.0,320.0,240.0
561,0.94426137,0.082807839,-0.31825265,-0.13617252,-0.082947984,0.99635786,0.013147103,-0.30419248,0.31821045,0.013983223,0.94777966,0.8559553,585.0,585.0,320.0,240.0
562,0.94118661,0.086230852,-0.32634827,-0.14238466,-0.086458206,0.99604982,0.013847996,-0.30265701,0.32628247,0.015181187,0.94501251,0.86482817,585.0,585.0,320.0,240.0
563,0.94193143,0.090835966,-0.32293159,-0.15298302,-0.089841001,0.99568337,0.018028958,-0.31071255,0.32320416,0.012029285,0.9461149,0.8725096,585.0,585.0,320.0,240.0
564,0.94093329,0.087751947,-0.32667193,-0.15821363,-0.088684112,0.99587679,0.01208128,-0.31423557,0.32641447,0.017602509,0.94492441,0.8821395,585.0,585.0,320.0,240.0
565,0.93788582,0.085379869,-0.33593252,-0.16579951,-0.087496705,0.99601537,0.0088710338,-0.31552997,0.33538181,0.021072984,0.94170755,0.89092815,585.0,585.0,320.0,240.0
566,0.93593299,0.088123694,-0.34063685,-0.17451677,-0.09203203,0.99563468,0.0047132066,-0.31885129,0.33959627,0.026939057,0.94004595,0.89829803,585.0,585.0,320.0,240.0
567,0.9349978,0.091279931,-0.34236911,-0.18260512,-0.097216733,0.99515271,-0.00016849721,-0.31704521,0.34072545,0.033443231,0.93942797,0.9070304,585.0,585.0,320.0,240.0
568,0.93517822,0.090541109,-0.3420721,-0.18258417,-0.096388102,0.99523324,-8.2624982e-05,-0.31717893,0.34046528,0.033050574,0.93953609,0.90686685,585.0,585.0,320.0,240.0
569,0.93351579,0.088837653,-0.34702313,-0.19283871,-0.093085229,0.99553752,0.0044577625,-0.32495651,0.34590247,0.028142273,0.93770796,0.9140389,585.0,585.0,320.0,240.0
570,0.9282428,0.089751519,-0.36066395,-0.20044136,-0.095995113,0.99527085,0.0006169203,-0.33128026,0.35904729,0.034051035,0.93255669,0.92182457,585.0,585.0,320.0,240.0
571,0.92565203,0.095355898,-0.36584604,-0.20938846,-0.10620204,0.99418736,-0.009573401,-0.32814729,0.3628408,0.047718819,0.93048656,0.9291153,585.0,585.0,320.0,240.0
572,0.92588341,0.10547107,-0.36246815,-0.21838002,-0.11735493,0.99291945,-0.010844296,-0.32480237,0.35879171,0.052582249,0.93179357,0.93450588,585.0,585.0,320.0,240.0
573,0.92496604,0.11787358,-0.36098582,-0.22931024,-0.12671947,0.99182647,-0.00082894001,-0.33558005,0.35797137,0.046514131,0.93243146,0.93974906,585.0,585.0,320.0,240.0
574,0.92516118,0.1175336,-0.3605957,-0.22916062,-0.12586422,0.99193537,0.00039618165,-0.33669865,0.35776806,0.045022845,0.9325825,0.93993711,585.0,585.0,320.0,240.0
575,0.92328197,0.12095133,-0.364263,-0.24102992,-0.1308783,0.99128288,-0.0025773181,-0.34584171,0.36081016,0.050057679,0.93115258,0.94425458,585.0,585.0,320.0,240.0
576,0.92035908,0.12091058,-0.37159956,-0.24877679,-0.13482054,0.99069017,-0.011562519,-0.34020334,0.36677697,0.060746349,0.92818063,0.94904625,585.0,585.0,320.0,240.0
577,0.91783357,0.12221485,-0.3773745,-0.25880784,-0.13494502,0.99071336,-0.0073547112,-0.34402549,0.37300691,0.057680219,0.92589062,0.95192897,585.0,585.0,320.0,240.0
578,0.91344482,0.11874598,-0.3889524,-0.26933116,-0.13232322,0.99106026,-0.0081857638,-0.34938812,0.38454068,0.058949865,0.92107981,0.95561856,585.0,585.0,320.0,240.0
579,0.90858239,0.11787904,-0.40043545,-0.27805871,-0.13395825,0.99079823,-0.012276785,-0.34598479,0.39534238,0.064802051,0.91610008,0.95843667,585.0,585.0,320.0,240.0
580,0.90587461,0.11947723,-0.40605658,-0.28826848,-0.13497916,0.99068892,-0.0096236682,-0.34845957,0.40116572,0.063532792,0.91365403,0.96101284,585.0,585.0,320.0,240.0
581,0.90285814,0.11497828,-0.41399544,-0.29842186,-0.13073371,0.99125618,-0.0098053962,-0.34936672,0.40928894,0.062981717,0.9100821,0.9631815,585.0,585.0,320.0,240.0
582,0.89878744,0.10905708,-0.42432606,-0.30892083,-0.12481871,0.99202192,-0.0094189914,-0.34601492,0.41995576,0.061434917,0.90531546,0.96456468,585.0,585.0,320.0,240.0
583,0.8985644,0.10798867,-0.42507091,-0.30729917,-0.12377181,0.99215132,-0.0095844436,-0.34618878,0.42074198,0.061229426,0.90496415,0.96500719,585.0,585.0,320.0,240.0
584,0.89525658,0.1095966,-0.43158838,-0.31898436,-0.12393085,0.99216437,-0.0051213545,-0.34588927,0.42768866,0.058076981,0.90191031,0.96527493,585.0,585.0,320.0,240.0
585,0.8930003,0.11392454,-0.43512696,-0.32828027,-0.12816006,0.99163419,-0.0033871054,-0.34317866,0.43114477,0.058795627,0.90021652,0.96711868,585.0,585.0,320.0,240.0
586,0.8918485,0.12001602,-0.43585068,-0.33692273,-0.13138802,0.99120879,0.0040938994,-0.33767179,0.43255454,0.053618755,0.8998633,0.96816576,585.0,585.0,320.0,240.0
587,0.89022106,0.1216356,-0.4387188,-0.35109001,-0.12763818,0.99157912,0.015925186,-0.34166875,0.43700635,0.041823018,0.89833647,0.96918285,585.0,585.0,320.0,240.0
588,0.88729864,0.11936036,-0.44521534,-0.3611457,-0.12496698,0.99190331,0.016873775,-0.33503783,0.44367045,0.040667661,0.89511681,0.97069019,585.0,585.0,320.0,240.0
589,0.88659739,0.12364709,-0.4454416,-0.37078911,-0.1255655,0.99164724,0.025344886,-0.3301335,0.44490099,0.033462938,0.89480424,0.97196001,585.0,585.0,320.0,240.0
